,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,date,time_of_day
23310,4.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,11:20:00
23311,3.0,4.0,2.0,0.0,3.0,6.0,4,2020-04-08,10:40:00
23312,4.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:35:00
23313,3.0,4.0,2.0,0.0,3.0,7.0,4,2020-04-08,09:05:00
23314,3.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:20:00
23315,4.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,14:15:00
23316,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:30:00
23317,5.0,5.0,4.0,0.0,2.0,6.0,4,2020-04-08,17:00:00
23318,5.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:20:00
23319,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:20:00
23320,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,08:50:00
23321,4.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,15:20:00
23322,5.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,11:35:00
23323,4.0,2.0,2.0,0.0,2.0,7.0,4,2020-04-08,12:10:00
23324,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,12:40:00
23325,4.0,3.0,4.0,0.0,1.0,5.0,4,2020-04-08,09:30:00
23326,4.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,11:00:00
23327,5.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,11:40:00
23328,3.0,3.0,2.0,0.0,1.0,8.0,4,2020-04-08,13:25:00
23329,4.0,2.0,3.0,0.0,1.0,7.0,4,2020-04-08,08:55:00
23330,5.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:50:00
23331,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,18:35:00
23332,3.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:25:00
23333,3.0,4.0,4.0,0.0,0.0,6.0,4,2020-04-08,10:40:00
23334,4.0,3.0,4.0,7.0,3.0,6.0,4,2020-04-08,10:30:00
23335,4.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:25:00
23336,5.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,13:25:00
23337,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:00:00
23338,3.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:15:00
23339,3.0,3.0,2.0,0.0,3.0,5.0,4,2020-04-08,09:05:00
23340,4.0,4.0,4.0,0.0,2.0,7.0,4,2020-04-08,09:10:00
23341,5.0,4.0,4.0,0.0,1.0,6.0,4,2020-04-08,10:15:00
23342,5.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:50:00
23343,4.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:15:00
23344,4.0,4.0,4.0,0.0,2.0,7.0,4,2020-04-08,08:45:00
23345,5.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,11:15:00
23346,4.0,4.0,2.0,0.0,1.0,6.0,4,2020-04-08,12:40:00
23347,4.0,4.0,2.0,0.0,1.0,6.0,4,2020-04-08,12:50:00
23348,5.0,4.0,3.0,0.0,1.0,7.0,4,2020-04-08,15:55:00
23349,3.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,11:55:00
23350,4.0,3.0,2.0,0.0,3.0,5.0,4,2020-04-08,10:10:00
23351,4.0,2.0,3.0,6.0,2.0,6.0,4,2020-04-08,11:20:00
23352,5.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,10:45:00
23353,5.0,3.0,2.0,0.0,3.0,6.0,4,2020-04-08,09:40:00
23354,5.0,4.0,2.0,0.0,3.0,5.0,4,2020-04-08,10:50:00
23355,4.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
23356,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:15:00
23357,5.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,11:10:00
23358,3.0,2.0,3.0,0.0,4.0,5.0,4,2020-04-08,09:40:00
23359,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,16:50:00
23360,5.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:40:00
23361,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:05:00
23362,4.0,3.0,4.0,0.0,3.0,6.0,4,2020-04-08,12:40:00
23363,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:15:00
23364,4.0,5.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:55:00
23365,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,11:50:00
23366,4.0,5.0,5.0,0.0,2.0,5.0,4,2020-04-08,10:15:00
23367,4.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:25:00
23368,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,11:00:00
23369,3.0,3.0,1.0,0.0,1.0,7.0,4,2020-04-08,11:00:00
23370,4.0,3.0,2.0,0.0,4.0,5.0,4,2020-04-08,10:25:00
23371,4.0,3.0,1.0,0.0,3.0,5.0,4,2020-04-08,10:05:00
23372,3.0,3.0,3.0,0.0,1.0,5.0,4,2020-04-08,08:50:00
23373,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:45:00
23374,2.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:45:00
23375,4.0,4.0,4.0,0.0,1.0,7.0,4,2020-04-08,09:05:00
23376,3.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:20:00
23377,5.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:35:00
23378,5.0,5.0,2.0,0.0,0.0,7.0,4,2020-04-08,09:15:00
23379,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:30:00
23380,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,12:25:00
23381,3.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:50:00
23382,4.0,4.0,2.0,0.0,2.0,7.0,4,2020-04-08,12:45:00
23383,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:40:00
23384,4.0,4.0,2.0,0.0,2.0,7.0,4,2020-04-08,08:40:00
23385,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:10:00
23386,3.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,13:25:00
23387,4.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,12:35:00
23388,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,14:35:00
23389,4.0,2.0,3.0,0.0,4.0,7.0,4,2020-04-08,09:45:00
23390,5.0,3.0,3.0,0.0,2.0,4.0,4,2020-04-08,09:15:00
23391,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:15:00
23392,4.0,3.0,3.0,0.0,1.0,5.0,4,2020-04-08,10:50:00
23393,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:10:00
23394,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:20:00
23395,5.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:25:00
23396,4.0,4.0,1.0,0.0,2.0,5.0,4,2020-04-08,09:45:00
23397,4.0,3.0,2.0,0.0,1.0,5.0,4,2020-04-08,10:25:00
23398,4.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,12:40:00
23399,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:30:00
23400,4.0,2.0,2.0,0.0,3.0,6.0,4,2020-04-08,10:35:00
23401,4.0,2.0,2.0,0.0,1.0,8.0,4,2020-04-08,09:40:00
23402,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,10:40:00
23403,5.0,4.0,2.0,9.0,3.0,6.0,4,2020-04-08,11:40:00
23404,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
23405,5.0,3.0,4.0,0.0,1.0,7.0,4,2020-04-08,10:10:00
23406,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:20:00
23407,4.0,3.0,4.0,0.0,2.0,8.0,4,2020-04-08,11:00:00
23408,4.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:55:00
23409,4.0,2.0,2.0,0.0,4.0,6.0,4,2020-04-08,11:05:00
23410,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:15:00
23411,3.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,10:35:00
23412,4.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,13:30:00
23413,4.0,2.0,4.0,0.0,2.0,5.0,4,2020-04-08,09:00:00
23414,4.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:20:00
23415,4.0,3.0,3.0,0.0,1.0,7.0,4,2020-04-08,11:20:00
23416,5.0,4.0,3.0,0.0,3.0,5.0,4,2020-04-08,10:40:00
23417,3.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:25:00
23418,3.0,2.0,3.0,3.0,3.0,5.0,4,2020-04-08,10:05:00
23419,3.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:25:00
23420,5.0,3.0,5.0,0.0,1.0,6.0,4,2020-04-08,09:35:00
23421,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,18:20:00
23422,4.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,08:40:00
23423,4.0,5.0,3.0,0.0,2.0,6.0,4,2020-04-08,16:55:00
23424,5.0,2.0,3.0,0.0,3.0,8.0,4,2020-04-08,09:10:00
23425,5.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:25:00
23426,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:15:00
23427,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:55:00
23428,5.0,4.0,2.0,0.0,1.0,5.0,4,2020-04-08,09:00:00
23429,4.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,12:05:00
23430,4.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:10:00
23431,5.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:50:00
23432,4.0,3.0,3.0,0.0,2.0,8.0,4,2020-04-08,11:00:00
23433,4.0,4.0,4.0,0.0,1.0,5.0,4,2020-04-08,11:50:00
23434,4.0,4.0,4.0,0.0,1.0,7.0,4,2020-04-08,08:55:00
23435,4.0,3.0,4.0,0.0,3.0,6.0,4,2020-04-08,08:45:00
23436,4.0,1.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:20:00
23437,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,10:20:00
23438,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:35:00
23439,3.0,3.0,4.0,0.0,2.0,5.0,4,2020-04-08,16:20:00
23440,5.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,11:00:00
23441,3.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:25:00
23442,4.0,3.0,3.0,0.0,1.0,8.0,4,2020-04-08,11:25:00
23443,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:10:00
23444,3.0,2.0,3.0,0.0,4.0,6.0,4,2020-04-08,15:10:00
23445,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:35:00
23446,4.0,3.0,1.0,0.0,2.0,6.0,4,2020-04-08,10:05:00
23447,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,12:30:00
23448,3.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:40:00
23449,5.0,3.0,2.0,0.0,2.0,8.0,4,2020-04-08,11:50:00
23450,5.0,4.0,2.0,0.0,3.0,6.0,4,2020-04-08,10:50:00
23451,3.0,4.0,4.0,0.0,2.0,7.0,4,2020-04-08,10:35:00
23452,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,08:50:00
23453,5.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,12:10:00
23454,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:05:00
23455,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:20:00
23456,5.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:55:00
23457,3.0,2.0,2.0,0.0,1.0,7.0,4,2020-04-08,13:35:00
23458,4.0,3.0,4.0,0.0,3.0,7.0,4,2020-04-08,13:35:00
23459,4.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,10:15:00
23460,4.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:25:00
23461,5.0,3.0,4.0,0.0,1.0,7.0,4,2020-04-08,09:20:00
23462,4.0,1.0,2.0,0.0,2.0,6.0,4,2020-04-08,11:50:00
23463,4.0,3.0,1.0,0.0,1.0,6.0,4,2020-04-08,13:45:00
23464,3.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,10:45:00
23465,3.0,3.0,1.0,0.0,3.0,5.0,4,2020-04-08,10:05:00
23466,5.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:50:00
23467,3.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:50:00
23468,4.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,08:45:00
23469,4.0,3.0,2.0,0.0,1.0,7.0,4,2020-04-08,08:45:00
23470,4.0,3.0,1.0,0.0,3.0,6.0,4,2020-04-08,09:25:00
23471,4.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:50:00
23472,5.0,2.0,1.0,0.0,2.0,6.0,4,2020-04-08,10:25:00
23473,3.0,3.0,4.0,6.0,1.0,6.0,4,2020-04-08,10:45:00
23474,4.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,10:10:00
23475,3.0,3.0,1.0,0.0,2.0,6.0,4,2020-04-08,10:15:00
23476,4.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,15:20:00
23477,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:10:00
23478,3.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:15:00
23479,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:05:00
23480,3.0,2.0,4.0,0.0,1.0,6.0,4,2020-04-08,11:15:00
23481,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,13:15:00
23482,2.0,3.0,2.0,0.0,1.0,5.0,4,2020-04-08,09:25:00
23483,3.0,3.0,4.0,0.0,3.0,6.0,4,2020-04-08,10:25:00
23484,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:00:00
23485,4.0,2.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:00:00
23486,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:10:00
23487,4.0,2.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:45:00
23488,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:00:00
23489,5.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,09:20:00
23490,3.0,4.0,2.0,0.0,1.0,6.0,4,2020-04-08,11:20:00
23491,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:55:00
23492,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:25:00
23493,5.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:50:00
23494,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:20:00
23495,5.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:40:00
23496,3.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,12:00:00
23497,4.0,3.0,3.0,0.0,1.0,7.0,4,2020-04-08,10:35:00
23498,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:35:00
23499,3.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,12:30:00
23500,4.0,1.0,4.0,0.0,2.0,6.0,4,2020-04-08,08:55:00
23501,4.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:00:00
23502,5.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,11:45:00
23503,5.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,13:10:00
23504,4.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:50:00
23505,4.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:30:00
23506,4.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,11:40:00
23507,4.0,2.0,3.0,0.0,1.0,5.0,4,2020-04-08,09:30:00
23508,5.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
23509,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,13:30:00
23510,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:25:00
23511,5.0,1.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:55:00
23512,3.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,10:25:00
23513,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:40:00
23514,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:30:00
23515,4.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:45:00
23516,4.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:05:00
23517,4.0,4.0,4.0,0.0,2.0,5.0,4,2020-04-08,11:35:00
23518,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:10:00
23519,4.0,4.0,4.0,0.0,1.0,6.0,4,2020-04-08,13:00:00
23520,3.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,12:35:00
23521,4.0,3.0,2.0,5.0,1.0,5.0,4,2020-04-08,09:30:00
23522,3.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,13:35:00
23523,5.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:20:00
23524,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:40:00
23525,4.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,12:55:00
23526,5.0,1.0,3.0,0.0,1.0,5.0,4,2020-04-08,11:20:00
23527,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:25:00
23528,4.0,2.0,4.0,0.0,2.0,5.0,4,2020-04-08,10:00:00
23529,4.0,2.0,2.0,0.0,3.0,5.0,4,2020-04-08,09:25:00
23530,4.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:40:00
23531,4.0,3.0,3.0,0.0,0.0,5.0,4,2020-04-08,13:00:00
23532,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,11:40:00
23533,4.0,2.0,3.0,0.0,2.0,8.0,4,2020-04-08,09:55:00
23534,4.0,2.0,4.0,0.0,1.0,7.0,4,2020-04-08,11:35:00
23535,3.0,4.0,2.0,0.0,1.0,6.0,4,2020-04-08,10:05:00
23536,3.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,15:00:00
23537,4.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:35:00
23538,6.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
23539,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,11:50:00
23540,3.0,3.0,4.0,0.0,-0.0,6.0,4,2020-04-08,10:20:00
23541,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:15:00
23542,3.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,11:10:00
23543,3.0,4.0,2.0,0.0,2.0,5.0,4,2020-04-08,12:05:00
23544,4.0,4.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:05:00
23545,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:50:00
23546,4.0,2.0,4.0,0.0,2.0,5.0,4,2020-04-08,12:15:00
23547,5.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,10:05:00
23548,4.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:20:00
23549,3.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:15:00
23550,4.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,11:05:00
23551,3.0,4.0,2.0,0.0,1.0,5.0,4,2020-04-08,14:30:00
23552,4.0,3.0,4.0,0.0,2.0,5.0,4,2020-04-08,11:05:00
23553,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:20:00
23554,4.0,3.0,2.0,0.0,1.0,5.0,4,2020-04-08,08:45:00
23555,4.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,13:05:00
23556,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,13:00:00
23557,4.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,14:15:00
23558,3.0,3.0,1.0,0.0,2.0,6.0,4,2020-04-08,10:40:00
23559,4.0,3.0,4.0,0.0,2.0,4.0,4,2020-04-08,12:25:00
23560,5.0,2.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
23561,5.0,4.0,1.0,0.0,2.0,6.0,4,2020-04-08,10:50:00
23562,3.0,4.0,4.0,0.0,3.0,6.0,4,2020-04-08,09:10:00
23563,4.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,10:25:00
23564,5.0,4.0,2.0,0.0,3.0,6.0,4,2020-04-08,09:45:00
23565,4.0,4.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:25:00
23566,3.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:10:00
23567,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:35:00
23568,5.0,4.0,2.0,0.0,0.0,6.0,4,2020-04-08,10:00:00
23569,3.0,4.0,1.0,0.0,2.0,7.0,4,2020-04-08,09:10:00
23570,3.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:30:00
23571,4.0,3.0,5.0,0.0,2.0,4.0,4,2020-04-08,10:20:00
23572,4.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:55:00
23573,4.0,5.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:00:00
23574,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:15:00
23575,4.0,2.0,2.0,0.0,1.0,5.0,4,2020-04-08,10:00:00
23576,5.0,2.0,1.0,0.0,2.0,6.0,4,2020-04-08,10:55:00
23577,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,12:55:00
23578,3.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,13:25:00
23579,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:20:00
23580,4.0,5.0,2.0,0.0,1.0,6.0,4,2020-04-08,09:45:00
23581,4.0,3.0,2.0,0.0,4.0,7.0,4,2020-04-08,13:45:00
23582,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:15:00
23583,4.0,2.0,3.0,0.0,1.0,7.0,4,2020-04-08,11:35:00
23584,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:15:00
23585,4.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
23586,4.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,14:25:00
23587,5.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:30:00
23588,4.0,2.0,4.0,0.0,1.0,7.0,4,2020-04-08,10:15:00
23589,4.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:00:00
23590,4.0,3.0,3.0,0.0,2.0,9.0,4,2020-04-08,10:50:00
23591,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:05:00
23592,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:30:00
23593,5.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:30:00
23594,4.0,2.0,4.0,8.0,3.0,6.0,4,2020-04-08,09:35:00
23595,4.0,2.0,4.0,0.0,2.0,7.0,4,2020-04-08,09:00:00
23596,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:10:00
23597,5.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:10:00
23598,5.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:10:00
23599,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:45:00
23600,3.0,4.0,3.0,0.0,3.0,7.0,4,2020-04-08,08:40:00
23601,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
23602,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:55:00
23603,5.0,1.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:55:00
23604,4.0,2.0,3.0,0.0,3.0,8.0,4,2020-04-08,12:25:00
23605,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
23606,3.0,3.0,3.0,0.0,1.0,7.0,4,2020-04-08,11:30:00
23607,3.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:25:00
23608,4.0,2.0,4.0,0.0,0.0,5.0,4,2020-04-08,08:50:00
23609,4.0,4.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:15:00
23610,3.0,2.0,3.0,0.0,3.0,5.0,4,2020-04-08,12:05:00
23611,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:00:00
23612,4.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,11:55:00
23613,4.0,3.0,4.0,0.0,2.0,5.0,4,2020-04-08,18:20:00
23614,3.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,08:50:00
23615,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:10:00
23616,3.0,2.0,4.0,0.0,1.0,7.0,4,2020-04-08,10:05:00
23617,4.0,3.0,4.0,0.0,3.0,6.0,4,2020-04-08,10:30:00
23618,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:45:00
23619,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,17:50:00
23620,4.0,2.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:35:00
23621,4.0,3.0,2.0,0.0,3.0,6.0,4,2020-04-08,10:30:00
23622,5.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,08:50:00
23623,5.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:40:00
23624,4.0,3.0,1.0,0.0,1.0,5.0,4,2020-04-08,13:30:00
23625,5.0,2.0,4.0,0.0,1.0,6.0,4,2020-04-08,11:50:00
23626,3.0,3.0,4.0,0.0,1.0,7.0,4,2020-04-08,10:15:00
23627,3.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,14:20:00
23628,4.0,3.0,3.0,0.0,2.0,8.0,4,2020-04-08,09:10:00
23629,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:35:00
23630,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:30:00
23631,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,11:10:00
23632,5.0,2.0,2.0,0.0,3.0,7.0,4,2020-04-08,13:10:00
23633,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,15:30:00
23634,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:25:00
23635,4.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:00:00
23636,5.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,13:25:00
23637,4.0,2.0,5.0,0.0,2.0,5.0,4,2020-04-08,11:15:00
23638,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:40:00
23639,4.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,11:25:00
23640,5.0,2.0,5.0,0.0,1.0,7.0,4,2020-04-08,09:35:00
23641,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:40:00
