,location,date,hour,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
1311,14,2020-04-07,3,8.0,3.5,5.833333333333333,0.0,6.833333333333333,0.0
1329,14,2020-04-08,3,5.111111111111111,4.777777777777778,5.666666666666667,0.0,5.0,0.2222222222222222
1339,14,2020-04-06,3,9.333333333333334,3.6666666666666665,5.666666666666667,0.0,2.6666666666666665,0.0
1382,14,2020-04-09,3,1.0,10.0,8.0,0.0,3.0,0.0
1396,15,2020-04-10,3,6.181818181818182,5.909090909090909,6.636363636363637,0.0,6.545454545454546,0.18181818181818182
1409,15,2020-04-08,3,7.769230769230769,5.846153846153846,4.769230769230769,1.3846153846153846,4.153846153846154,0.07692307692307693
1450,15,2020-04-07,3,4.1,5.5,5.9,0.0,5.7,0.1
1460,15,2020-04-09,3,4.428571428571429,7.285714285714286,5.571428571428571,0.0,3.642857142857143,0.07142857142857142
1469,15,2020-04-06,3,4.5,3.875,3.75,0.0,5.5,0.25
1547,16,2020-04-09,3,4.0,5.666666666666667,3.0,6.666666666666667,5.333333333333333,0.0
1563,16,2020-04-10,3,6.75,3.5,4.5,5.75,5.0,0.0
1588,16,2020-04-07,3,7.5,4.0,6.0,5.0,7.75,0.25
1601,16,2020-04-06,3,7.0,5.0,1.5,6.5,5.5,0.5
1622,16,2020-04-08,3,10.0,3.0,1.0,1.0,6.0,0.0
1632,17,2020-04-09,3,3.5,4.75,4.25,1.0,6.75,0.0
1675,17,2020-04-07,3,6.333333333333333,7.333333333333333,5.333333333333333,0.0,4.333333333333333,0.3333333333333333
1707,17,2020-04-08,3,2.0,3.0,10.0,0.0,6.0,0.0
1728,18,2020-04-09,3,6.833333333333333,4.833333333333333,6.333333333333333,0.0,5.666666666666667,0.0
1742,18,2020-04-07,3,5.875,5.75,5.5,0.0,4.0,0.0
1756,18,2020-04-08,3,6.0,3.75,6.5,0.75,5.0,0.0
1781,18,2020-04-06,3,5.0,5.666666666666667,8.666666666666666,0.0,6.333333333333333,0.0
1793,18,2020-04-10,3,4.5,8.833333333333334,6.5,0.0,4.666666666666667,0.0
1856,19,2020-04-10,3,0.0,5.0,5.0,0.0,6.5,0.0
1878,19,2020-04-08,3,4.0,7.333333333333333,6.666666666666667,0.0,5.0,0.3333333333333333
1906,19,2020-04-07,3,4.6,6.2,7.0,0.0,6.2,0.0
1928,19,2020-04-06,3,1.0,7.0,5.5,0.0,4.0,0.0
1939,19,2020-04-09,3,3.25,3.5,3.75,0.0,5.5,0.25
5,1,2020-04-08,4,2.8,7.6,6.4,4.6,7.4,0.0
22,1,2020-04-09,4,4.333333333333333,3.6666666666666665,4.666666666666667,3.3333333333333335,5.333333333333333,0.3333333333333333
52,1,2020-04-10,4,10.0,1.0,3.0,5.0,1.0,1.0
55,1,2020-04-06,4,6.5,5.5,5.0,5.5,4.0,0.0
91,1,2020-04-07,4,9.666666666666666,7.0,3.3333333333333335,4.333333333333333,5.0,0.0
184,2,2020-04-06,4,6.571428571428571,4.857142857142857,6.714285714285714,0.0,6.857142857142857,0.14285714285714285
192,2,2020-04-07,4,4.333333333333333,5.555555555555555,5.111111111111111,0.0,6.777777777777778,0.0
198,2,2020-04-10,4,4.333333333333333,5.166666666666667,4.0,0.0,4.5,0.16666666666666666
212,2,2020-04-08,4,6.5,5.125,5.625,0.0,4.75,0.125
226,2,2020-04-09,4,5.8,4.4,5.2,0.0,7.6,0.0
275,3,2020-04-07,4,4.818181818181818,3.3636363636363638,6.2727272727272725,6.909090909090909,5.909090909090909,0.09090909090909091
280,3,2020-04-08,4,5.875,6.5,5.375,7.0,4.125,0.0
291,3,2020-04-09,4,3.272727272727273,5.363636363636363,5.363636363636363,4.909090909090909,7.2727272727272725,0.09090909090909091
322,3,2020-04-06,4,10.0,9.0,0.0,6.0,10.0,0.0
330,4,2020-04-06,4,4.5,2.5,9.5,0.0,6.0,0.0
340,4,2020-04-09,4,3.0,5.0,0.0,0.0,4.0,0.0
342,4,2020-04-10,4,6.5,6.0,8.5,0.0,6.5,0.0
344,4,2020-04-07,4,6.25,7.25,3.25,0.0,3.25,0.0
347,4,2020-04-08,4,3.0,3.6666666666666665,3.3333333333333335,2.0,5.333333333333333,0.0
430,5,2020-04-08,4,5.0,4.666666666666667,6.333333333333333,6.0,7.666666666666667,0.0
434,5,2020-04-06,4,6.2,6.6,8.2,4.0,5.2,0.0
486,5,2020-04-10,4,6.666666666666667,5.333333333333333,6.666666666666667,5.333333333333333,8.0,0.0
504,5,2020-04-07,4,2.0,10.0,10.0,4.0,4.0,0.0
525,5,2020-04-09,4,3.0,6.0,5.0,7.0,7.0,0.0
585,6,2020-04-06,4,5.583333333333333,5.416666666666667,7.166666666666667,7.083333333333333,6.0,0.08333333333333333
588,6,2020-04-07,4,4.666666666666667,5.066666666666666,6.2,4.333333333333333,6.266666666666667,0.06666666666666667
623,6,2020-04-08,4,4.0,5.3076923076923075,6.076923076923077,6.153846153846154,5.538461538461538,0.0
648,6,2020-04-09,4,3.0,9.0,5.333333333333333,6.666666666666667,5.666666666666667,0.0
651,6,2020-04-10,4,2.8,6.2,3.4,3.4,6.2,0.0
692,8,2020-04-06,4,5.75,5.75,5.8125,0.0,4.125,0.0625
708,8,2020-04-08,4,4.75,5.0,6.625,0.0,5.875,0.125
734,8,2020-04-07,4,4.833333333333333,6.5,5.166666666666667,0.0,6.666666666666667,0.16666666666666666
740,8,2020-04-10,4,7.666666666666667,6.555555555555555,6.222222222222222,0.0,5.777777777777778,0.0
768,9,2020-04-09,4,4.071428571428571,4.857142857142857,5.0,6.071428571428571,5.785714285714286,0.07142857142857142
783,9,2020-04-08,4,4.666666666666667,3.8333333333333335,5.5,5.166666666666667,4.166666666666667,0.08333333333333333
793,9,2020-04-06,4,8.125,6.625,4.375,6.0,4.75,0.0
845,9,2020-04-10,4,5.666666666666667,5.888888888888889,4.888888888888889,5.777777777777778,6.111111111111111,0.0
860,9,2020-04-07,4,5.5,4.5,3.8333333333333335,4.75,8.0,0.08333333333333333
872,10,2020-04-10,4,4.5,5.833333333333333,3.6666666666666665,0.0,3.3333333333333335,0.0
873,10,2020-04-09,4,5.971636363636364,8.855272727272727,6.024727272727273,0.10181818181818182,6.904,1.8116363636363637
881,10,2020-04-07,4,6.5,3.5,10.0,0.0,5.5,0.0
913,10,2020-04-08,4,2.6666666666666665,5.0,7.333333333333333,0.0,4.333333333333333,0.0
938,10,2020-04-06,4,9.0,4.0,3.0,0.0,10.0,1.0
963,11,2020-04-09,4,5.75,4.75,5.5,8.0,7.0,0.0
985,11,2020-04-08,4,10.0,1.0,0.0,5.0,4.0,0.0
1008,11,2020-04-07,4,5.0,5.666666666666667,5.333333333333333,6.666666666666667,6.333333333333333,0.0
1031,11,2020-04-10,4,6.0,4.666666666666667,7.333333333333333,7.0,9.333333333333334,0.0
1057,11,2020-04-06,4,5.0,8.0,7.0,5.0,7.0,0.0
1106,12,2020-04-10,4,5.0,1.5,4.5,0.0,3.5,0.0
1120,12,2020-04-09,4,10.0,10.0,5.0,0.0,9.0,0.0
1128,12,2020-04-08,4,4.75,6.25,5.75,0.0,2.0,0.0
1165,12,2020-04-07,4,2.0,8.666666666666666,4.0,0.0,7.0,0.0
1200,13,2020-04-10,4,5.5,1.5,1.0,0.0,2.5,0.0
1233,13,2020-04-08,4,2.5,4.5,9.5,0.0,6.0,0.0
1242,13,2020-04-07,4,3.0,3.0,3.0,0.0,9.0,0.0
1296,14,2020-04-09,4,7.375,4.75,5.25,0.0,7.125,0.125
1317,14,2020-04-06,4,6.285714285714286,5.428571428571429,7.285714285714286,0.0,6.428571428571429,0.0
1349,14,2020-04-07,4,5.0,9.0,6.333333333333333,0.0,6.0,0.0
1362,14,2020-04-08,4,8.5,5.25,7.25,0.0,5.75,0.0
1398,15,2020-04-10,4,5.3,6.3,7.0,0.0,6.5,0.0
1404,15,2020-04-06,4,6.0,6.0,5.3,0.0,4.9,0.1
1432,15,2020-04-08,4,4.545454545454546,3.090909090909091,5.7272727272727275,0.0,5.818181818181818,0.0
1464,15,2020-04-09,4,5.454545454545454,4.363636363636363,4.181818181818182,0.0,5.0,0.09090909090909091
1505,15,2020-04-07,4,4.666666666666667,4.666666666666667,6.833333333333333,0.0,7.166666666666667,0.3333333333333333
1530,16,2020-04-10,4,8.666666666666666,7.0,5.333333333333333,5.666666666666667,6.0,0.0
1573,16,2020-04-07,4,7.333333333333333,5.0,4.333333333333333,3.3333333333333335,7.0,0.0
1580,16,2020-04-08,4,6.333333333333333,6.333333333333333,5.666666666666667,4.0,7.0,0.0
1616,16,2020-04-09,4,3.0,4.0,2.0,0.0,8.0,0.0
1623,16,2020-04-06,4,4.0,5.0,7.0,3.0,8.0,0.0
1665,17,2020-04-07,4,6.0,4.5,7.5,0.0,1.0,0.5
1677,17,2020-04-09,4,8.0,4.0,2.0,0.0,10.0,0.0
1705,17,2020-04-06,4,2.0,6.0,10.0,0.0,3.0,0.0
1710,17,2020-04-10,4,2.5,9.0,3.5,0.0,2.5,0.0
1713,17,2020-04-08,4,7.0,10.0,4.0,0.0,0.0,0.0
1774,18,2020-04-06,4,2.0,6.5,3.5,0.0,8.5,0.0
1783,18,2020-04-07,4,2.0,7.5,6.5,0.0,9.0,0.0
1785,18,2020-04-10,4,1.25,2.75,6.75,0.0,4.0,0.0
1828,18,2020-04-09,4,6.5,8.5,2.0,0.0,6.25,0.25
1837,18,2020-04-08,4,10.0,5.0,4.0,0.0,8.0,0.0
1863,19,2020-04-07,4,6.333333333333333,6.666666666666667,2.3333333333333335,0.0,3.6666666666666665,0.0
1870,19,2020-04-10,4,6.0,6.0,4.25,0.0,7.75,0.0
1877,19,2020-04-09,4,3.3333333333333335,5.333333333333333,5.333333333333333,0.0,1.3333333333333333,0.0
1885,19,2020-04-08,4,4.5,6.0,3.25,0.0,6.25,0.0
1910,19,2020-04-06,4,2.3333333333333335,4.666666666666667,5.666666666666667,0.0,6.0,0.0
4,1,2020-04-09,5,1.6666666666666667,4.0,4.666666666666667,5.666666666666667,6.0,0.3333333333333333
45,1,2020-04-07,5,5.666666666666667,2.6666666666666665,7.333333333333333,10.0,6.0,0.0
69,1,2020-04-08,5,6.0,10.0,3.0,9.0,10.0,0.0
70,1,2020-04-10,5,1.3333333333333333,2.6666666666666665,6.666666666666667,7.333333333333333,6.0,0.0
114,1,2020-04-06,5,10.0,10.0,0.0,7.0,5.0,0.0
134,2,2020-04-10,5,5.333333333333333,3.7777777777777777,5.111111111111111,0.0,5.111111111111111,0.0
136,2,2020-04-08,5,5.125,6.0,4.375,0.0,5.625,0.0
137,2,2020-04-06,5,5.0,5.777777777777778,5.222222222222222,0.0,6.222222222222222,0.1111111111111111
143,2,2020-04-09,5,6.222222222222222,4.777777777777778,4.555555555555555,0.0,7.333333333333333,0.0
205,2,2020-04-07,5,6.1,5.9,5.0,0.0,5.7,0.0
246,3,2020-04-08,5,6.142857142857143,4.857142857142857,4.285714285714286,6.428571428571429,7.142857142857143,0.0
262,3,2020-04-06,5,3.7777777777777777,7.222222222222222,5.666666666666667,6.0,5.666666666666667,0.1111111111111111
274,3,2020-04-09,5,4.2,5.0,6.8,7.5,4.9,0.0
308,3,2020-04-07,5,4.875,6.125,3.25,6.25,5.0,0.125
356,4,2020-04-07,5,3.5,3.5,4.5,0.0,9.5,0.0
400,4,2020-04-06,5,7.0,7.333333333333333,5.666666666666667,0.0,3.3333333333333335,0.0
401,4,2020-04-09,5,6.0,10.0,9.0,0.0,2.0,0.0
416,4,2020-04-08,5,8.0,2.0,10.0,0.0,0.0,0.0
439,5,2020-04-09,5,6.666666666666667,7.0,5.666666666666667,8.333333333333334,4.0,0.3333333333333333
460,5,2020-04-07,5,6.125,5.75,7.25,6.125,4.125,0.25
478,5,2020-04-08,5,3.8,5.4,6.0,7.6,4.2,0.0
522,5,2020-04-06,5,4.333333333333333,8.5,5.166666666666667,6.666666666666667,6.666666666666667,0.16666666666666666
527,5,2020-04-10,5,5.333333333333333,8.333333333333334,4.666666666666667,7.333333333333333,2.3333333333333335,0.3333333333333333
581,6,2020-04-08,5,4.111111111111111,7.0,5.444444444444445,6.555555555555555,6.333333333333333,0.0
591,6,2020-04-06,5,6.285714285714286,3.642857142857143,6.5,5.0,6.071428571428571,0.14285714285714285
602,6,2020-04-09,5,2.909090909090909,6.2727272727272725,5.454545454545454,7.454545454545454,6.090909090909091,0.09090909090909091
626,6,2020-04-07,5,6.0,6.428571428571429,7.0,4.0,5.0,0.0
641,6,2020-04-10,5,5.0,4.6,5.3,4.1,3.7,0.1
667,7,2020-04-06,5,0.0,3.0,1.0,0.0,0.0,0.0
701,8,2020-04-07,5,4.857142857142857,5.428571428571429,4.571428571428571,1.0,7.714285714285714,0.14285714285714285
714,8,2020-04-06,5,4.571428571428571,3.857142857142857,5.0,0.0,3.142857142857143,0.2857142857142857
717,8,2020-04-10,5,4.933333333333334,6.4,6.133333333333334,0.0,6.533333333333333,0.6
741,8,2020-04-08,5,4.777777777777778,3.7777777777777777,6.777777777777778,0.3333333333333333,5.333333333333333,0.1111111111111111
814,9,2020-04-06,5,7.25,7.375,4.5,3.75,7.25,0.0
820,9,2020-04-08,5,3.75,5.0,6.0,5.75,4.125,0.125
821,9,2020-04-07,5,6.4,5.0,5.1,5.2,5.2,0.0
855,9,2020-04-09,5,6.3,6.2,7.4,6.1,5.6,0.2
857,9,2020-04-10,5,5.0,5.5,1.5,6.0,5.5,0.0
882,10,2020-04-09,5,4.833333333333333,3.6666666666666665,6.166666666666667,0.0,5.333333333333333,0.16666666666666666
895,10,2020-04-08,5,5.75,6.25,5.5,0.0,5.5,0.0
914,10,2020-04-07,5,5.0,8.5,7.0,0.0,6.0,0.0
934,10,2020-04-10,5,2.3333333333333335,5.666666666666667,2.3333333333333335,0.0,9.0,0.0
957,10,2020-04-06,5,2.0,8.0,1.0,0.0,10.0,0.0
966,11,2020-04-07,5,7.75,3.25,0.5,5.25,3.75,0.0
972,11,2020-04-08,5,7.0,9.0,9.5,4.0,3.5,0.0
1034,11,2020-04-09,5,4.0,10.0,7.0,9.0,6.0,0.0
1058,11,2020-04-06,5,10.0,0.0,10.0,2.0,5.0,0.0
1082,12,2020-04-08,5,7.0,7.0,6.0,0.0,7.5,0.5
1090,12,2020-04-07,5,7.0,5.666666666666667,7.333333333333333,0.0,7.333333333333333,0.0
1108,12,2020-04-09,5,3.6666666666666665,5.0,3.0,0.0,4.666666666666667,0.0
1114,12,2020-04-10,5,2.3333333333333335,4.333333333333333,3.6666666666666665,0.0,4.333333333333333,0.0
1158,12,2020-04-06,5,8.5,7.5,7.0,0.0,5.0,0.0
1228,13,2020-04-10,5,6.0,2.5,5.0,0.0,5.0,0.0
1255,13,2020-04-08,5,1.0,4.0,8.0,0.0,1.0,0.0
1256,13,2020-04-09,5,5.0,8.0,5.0,0.0,1.0,0.0
1260,13,2020-04-07,5,6.5,8.0,5.5,0.0,2.0,0.0
1278,14,2020-04-08,5,6.75,6.0,7.5,0.0,5.5,0.0
1304,14,2020-04-09,5,5.363636363636363,4.545454545454546,3.727272727272727,0.0,6.2727272727272725,0.0
1365,14,2020-04-06,5,2.0,4.666666666666667,3.0,0.0,7.333333333333333,0.0
1378,14,2020-04-07,5,6.0,7.0,4.5,0.0,8.5,0.0
1390,15,2020-04-10,5,6.75,6.666666666666667,6.0,0.0,4.916666666666667,0.08333333333333333
1394,15,2020-04-09,5,6.166666666666667,3.1666666666666665,6.333333333333333,0.0,6.833333333333333,0.0
1408,15,2020-04-07,5,5.833333333333333,4.5,4.75,0.0,5.75,0.08333333333333333
1476,15,2020-04-08,5,5.142857142857143,6.214285714285714,6.0,0.0,4.428571428571429,0.07142857142857142
1487,15,2020-04-06,5,6.230769230769231,4.846153846153846,5.3076923076923075,0.0,6.076923076923077,0.0
1514,16,2020-04-07,5,5.333333333333333,3.3333333333333335,4.0,8.0,6.666666666666667,0.3333333333333333
1531,16,2020-04-10,5,7.0,4.75,5.0,6.0,5.0,0.0
1536,16,2020-04-06,5,4.8,7.4,6.6,6.4,4.8,0.2
1569,16,2020-04-09,5,6.333333333333333,7.166666666666667,5.5,5.5,4.166666666666667,0.0
1602,16,2020-04-08,5,7.6,3.6,3.2,7.0,6.4,0.0
1647,17,2020-04-10,5,9.0,4.333333333333333,3.3333333333333335,0.0,6.333333333333333,0.3333333333333333
1684,17,2020-04-09,5,7.0,7.5,3.0,0.0,10.0,0.0
1701,17,2020-04-08,5,0.0,4.5,3.0,0.0,5.5,0.0
1703,17,2020-04-06,5,0.0,5.0,2.0,0.0,10.0,0.0
1717,17,2020-04-07,5,1.0,8.0,10.0,2.0,10.0,0.0
1738,18,2020-04-09,5,4.5,4.833333333333333,5.166666666666667,0.0,4.0,0.0
1757,18,2020-04-07,5,6.4,3.4,6.8,0.0,5.6,0.2
1771,18,2020-04-10,5,8.5,6.5,2.5,0.0,4.0,0.0
1787,18,2020-04-06,5,5.833333333333333,8.166666666666666,5.5,0.0,7.0,0.0
1831,18,2020-04-08,5,4.666666666666667,3.6666666666666665,5.666666666666667,0.0,4.333333333333333,0.0
1849,19,2020-04-08,5,4.0,2.3333333333333335,3.6666666666666665,0.0,3.3333333333333335,0.3333333333333333
1917,19,2020-04-07,5,5.0,3.75,6.5,0.0,5.5,0.25
1922,19,2020-04-09,5,4.5,7.166666666666667,3.3333333333333335,0.0,6.333333333333333,0.0
1930,19,2020-04-10,5,4.2,7.8,3.4,0.0,3.8,0.0
1940,19,2020-04-06,5,2.5,4.0,5.0,0.0,7.5,0.0
29,1,2020-04-08,6,5.666666666666667,3.5,6.166666666666667,4.833333333333333,6.333333333333333,0.16666666666666666
43,1,2020-04-09,6,7.25,6.75,5.5,4.5,3.75,0.25
44,1,2020-04-07,6,4.666666666666667,4.0,1.6666666666666667,5.333333333333333,6.333333333333333,0.3333333333333333
84,1,2020-04-10,6,3.5,5.0,0.5,2.5,8.5,0.0
87,1,2020-04-06,6,7.5,4.5,2.75,3.75,5.25,0.25
142,2,2020-04-08,6,4.454545454545454,5.2727272727272725,4.818181818181818,0.0,6.090909090909091,0.09090909090909091
180,2,2020-04-07,6,4.625,6.5,4.875,0.0,7.375,0.0
186,2,2020-04-10,6,3.0,6.0,4.0,0.0,7.4,0.2
225,2,2020-04-09,6,4.4,6.0,4.8,0.0,3.6,0.0
228,2,2020-04-06,6,2.6,7.6,6.4,0.0,4.6,0.0
267,3,2020-04-09,6,3.7142857142857144,3.142857142857143,4.857142857142857,4.142857142857143,6.0,0.0
312,3,2020-04-08,6,5.25,6.25,5.375,8.0,6.125,0.125
316,3,2020-04-07,6,6.2,1.6,5.2,6.4,5.0,0.2
318,3,2020-04-06,6,5.454545454545454,5.7272727272727275,5.909090909090909,4.545454545454546,6.363636363636363,0.0
329,4,2020-04-08,6,6.4,6.0,6.8,0.0,7.0,0.0
335,4,2020-04-06,6,5.0,5.0,6.0,0.0,3.0,0.0
362,4,2020-04-09,6,7.5,3.75,5.0,0.0,4.0,0.0
386,4,2020-04-07,6,5.0,1.5,6.0,0.0,3.0,0.0
453,5,2020-04-09,6,5.75,5.0,6.75,6.0,3.75,0.0
511,5,2020-04-08,6,5.75,7.0,4.75,6.0,3.5,0.0
519,5,2020-04-06,6,5.0,6.75,2.0,5.75,6.25,0.0
531,5,2020-04-10,6,2.0,10.0,4.0,6.0,6.0,0.0
533,5,2020-04-07,6,2.5,8.5,0.5,3.0,2.5,0.0
556,6,2020-04-10,6,6.0,5.315789473684211,4.2631578947368425,4.842105263157895,5.315789473684211,0.05263157894736842
571,6,2020-04-06,6,4.666666666666667,6.75,4.25,5.166666666666667,5.666666666666667,0.08333333333333333
577,6,2020-04-07,6,3.6666666666666665,6.833333333333333,5.5,4.5,6.833333333333333,0.0
595,6,2020-04-09,6,4.615384615384615,6.461538461538462,5.230769230769231,5.384615384615385,5.076923076923077,0.15384615384615385
621,6,2020-04-08,6,5.142857142857143,7.428571428571429,6.142857142857143,7.857142857142857,4.571428571428571,0.14285714285714285
696,8,2020-04-08,6,5.2,5.1,6.5,0.0,5.6,0.1
706,8,2020-04-06,6,4.6923076923076925,6.384615384615385,5.6923076923076925,0.0,5.769230769230769,0.0
710,8,2020-04-07,6,3.5833333333333335,4.416666666666667,4.416666666666667,0.0,6.5,0.0
752,8,2020-04-10,6,6.8,4.6,5.2,0.0,5.0,0.2
770,9,2020-04-08,6,5.2,4.4,6.8,5.8,5.8,0.0
774,9,2020-04-06,6,3.5,5.875,8.0,3.375,5.75,0.125
782,9,2020-04-10,6,5.636363636363637,4.909090909090909,4.909090909090909,5.0,6.2727272727272725,0.18181818181818182
849,9,2020-04-07,6,3.25,4.875,5.25,4.25,5.75,0.125
862,9,2020-04-09,6,5.8,3.8,7.0,5.4,7.0,0.0
885,10,2020-04-07,6,4.333333333333333,6.0,4.333333333333333,0.0,4.0,0.0
924,10,2020-04-10,6,10.0,1.0,4.0,0.0,10.0,0.0
928,10,2020-04-08,6,4.666666666666667,3.3333333333333335,4.666666666666667,0.0,5.666666666666667,0.0
954,10,2020-04-09,6,0.5,5.0,4.5,0.0,4.0,0.0
956,10,2020-04-06,6,5.0,6.0,5.75,0.0,5.25,0.0
974,11,2020-04-07,6,3.6666666666666665,10.0,4.666666666666667,3.0,4.0,0.3333333333333333
996,11,2020-04-10,6,6.0,7.0,6.0,8.333333333333334,3.6666666666666665,0.0
1019,11,2020-04-09,6,1.0,10.0,1.0,4.0,10.0,0.0
1043,11,2020-04-06,6,10.0,10.0,3.0,7.0,10.0,1.0
1069,11,2020-04-08,6,6.0,5.0,1.0,4.0,10.0,0.0
1080,12,2020-04-09,6,5.5,5.5,5.333333333333333,0.0,4.0,0.0
1112,12,2020-04-07,6,5.0,4.0,6.0,0.0,9.0,0.0
1151,12,2020-04-08,6,8.5,4.0,10.0,0.0,3.5,0.0
1152,12,2020-04-10,6,6.5,5.0,6.0,0.0,1.0,0.0
1171,12,2020-04-06,6,2.0,6.0,5.5,0.0,5.0,0.0
1176,13,2020-04-08,6,5.0,7.0,1.5,0.0,7.0,0.0
1177,13,2020-04-06,6,6.0,6.0,7.0,0.0,3.0,0.0
1210,13,2020-04-09,6,7.5,6.5,1.0,0.0,8.5,0.0
1248,13,2020-04-10,6,4.666666666666667,7.666666666666667,6.666666666666667,0.0,5.666666666666667,0.0
1271,13,2020-04-07,6,9.0,3.0,6.0,0.0,10.0,0.0
1281,14,2020-04-08,6,6.333333333333333,6.444444444444445,6.555555555555555,0.0,6.666666666666667,0.1111111111111111
1334,14,2020-04-06,6,3.8,5.4,6.8,0.0,7.4,0.2
1347,14,2020-04-09,6,7.666666666666667,6.166666666666667,4.833333333333333,0.0,5.166666666666667,0.16666666666666666
1364,14,2020-04-07,6,8.0,4.0,2.0,0.0,5.333333333333333,0.0
1405,15,2020-04-09,6,5.866666666666666,5.4,5.733333333333333,0.0,5.733333333333333,0.13333333333333333
1412,15,2020-04-07,6,4.083333333333333,4.25,5.083333333333333,0.0,6.083333333333333,0.08333333333333333
1422,15,2020-04-10,6,7.214285714285714,6.0,6.142857142857143,0.0,5.0,0.07142857142857142
1437,15,2020-04-06,6,5.3076923076923075,5.3076923076923075,5.6923076923076925,0.0,5.384615384615385,0.0
1444,15,2020-04-08,6,4.1,5.4,5.7,0.0,6.1,0.3
1526,16,2020-04-08,6,6.4,7.4,5.6,5.4,5.8,0.0
1534,16,2020-04-10,6,3.5,2.8333333333333335,5.166666666666667,4.166666666666667,6.833333333333333,0.0
1546,16,2020-04-07,6,5.5,5.0,7.5,4.5,5.0,0.0
1552,16,2020-04-06,6,6.166666666666667,2.3333333333333335,3.6666666666666665,7.833333333333333,4.833333333333333,0.0
1593,16,2020-04-09,6,2.8,4.8,7.2,6.4,7.0,0.4
1628,17,2020-04-08,6,5.25,7.0,3.5,0.0,6.75,0.25
1689,17,2020-04-07,6,6.333333333333333,1.6666666666666667,8.0,0.0,6.333333333333333,0.3333333333333333
1697,17,2020-04-09,6,1.0,9.5,2.5,0.0,9.0,0.0
1711,17,2020-04-06,6,4.0,1.0,7.0,0.0,7.0,0.0
1714,17,2020-04-10,6,4.0,9.0,5.0,0.0,6.0,0.0
1735,18,2020-04-09,6,6.0,1.25,6.75,0.0,4.75,0.0
1760,18,2020-04-07,6,3.3333333333333335,4.333333333333333,4.333333333333333,0.0,1.6666666666666667,0.0
1766,18,2020-04-10,6,7.25,6.5,5.5,0.0,6.0,0.0
1809,18,2020-04-08,6,6.0,3.0,8.0,0.0,7.0,0.0
1822,18,2020-04-06,6,9.0,10.0,3.0,0.0,1.0,0.0
1866,19,2020-04-10,6,10.0,3.0,1.0,0.0,0.0,0.0
1867,19,2020-04-07,6,3.1666666666666665,5.333333333333333,6.0,0.0,4.333333333333333,0.0
1876,19,2020-04-08,6,5.5,7.5,6.333333333333333,0.0,6.166666666666667,0.16666666666666666
1924,19,2020-04-06,6,7.2,4.2,6.0,0.0,6.2,0.0
1945,19,2020-04-09,6,7.5,6.0,6.5,0.0,3.5,0.0
20,1,2020-04-08,7,8.666666666666666,3.6666666666666665,6.166666666666667,7.166666666666667,4.833333333333333,0.0
27,1,2020-04-07,7,6.0,7.4,7.6,6.2,7.4,0.2
35,1,2020-04-06,7,4.0,4.0,4.75,5.5,6.75,0.0
77,1,2020-04-09,7,3.0,8.5,7.5,4.0,2.5,0.5
101,1,2020-04-10,7,4.0,3.0,6.333333333333333,4.0,7.333333333333333,0.0
128,2,2020-04-06,7,4.875,5.125,5.625,0.0,6.25,0.0
165,2,2020-04-08,7,3.3846153846153846,6.3076923076923075,6.230769230769231,0.0,5.153846153846154,0.0
175,2,2020-04-09,7,6.6923076923076925,4.538461538461538,5.538461538461538,0.0,3.6153846153846154,0.0
207,2,2020-04-07,7,3.75,6.125,4.375,0.875,4.75,0.0
221,2,2020-04-10,7,6.0,4.142857142857143,7.0,0.0,6.0,0.0
239,3,2020-04-06,7,6.3,5.1,6.4,7.2,3.4,0.1
261,3,2020-04-09,7,5.0,2.5,6.75,5.75,5.0,0.0
284,3,2020-04-07,7,6.5,5.875,6.625,7.625,5.625,0.25
307,3,2020-04-08,7,4.125,6.625,5.25,5.75,6.75,0.0
333,4,2020-04-07,7,4.5,1.0,1.5,0.0,5.5,0.0
354,4,2020-04-06,7,4.0,3.0,7.0,0.0,5.0,0.0
380,4,2020-04-08,7,2.5,4.5,6.0,0.0,4.5,0.0
429,5,2020-04-07,7,2.5,4.5,4.5,6.0,6.5,0.25
464,5,2020-04-10,7,4.2,4.4,5.8,5.8,4.0,0.4
498,5,2020-04-06,7,3.0,9.0,7.0,1.0,0.0,1.0
516,5,2020-04-08,7,1.0,10.0,6.0,7.0,4.0,0.0
599,6,2020-04-07,7,5.25,6.5,6.5,5.75,5.875,0.125
618,6,2020-04-10,7,4.5,4.9,6.0,6.6,7.2,0.2
642,6,2020-04-06,7,5.75,4.6875,6.8125,5.3125,6.6875,0.0625
644,6,2020-04-08,7,4.25,6.125,6.0,5.625,5.25,0.0
654,6,2020-04-09,7,8.0,4.5,6.5,4.9,4.9,0.0
658,7,2020-04-06,7,0.0,4.0,9.0,0.0,0.0,0.0
672,8,2020-04-06,7,4.636363636363637,6.2727272727272725,6.090909090909091,0.0,4.454545454545454,0.0
684,8,2020-04-07,7,6.0,7.4,4.2,0.6,3.8,0.4
728,8,2020-04-10,7,4.9375,6.3125,6.1875,0.0,5.125,0.1875
746,8,2020-04-08,7,9.0,7.166666666666667,3.6666666666666665,0.0,3.3333333333333335,0.16666666666666666
771,9,2020-04-06,7,5.846153846153846,5.076923076923077,6.615384615384615,4.923076923076923,6.076923076923077,0.07692307692307693
787,9,2020-04-09,7,5.2,4.8,7.6,5.3,6.6,0.1
